Citation,Year,Indicator,Journal
J Clin Epidemiol. 2023 Jul;159:274-288. doi: 10.1016/j.jclinepi.2023.04.011. Epub 2023 May 2.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Aug;58(8):751-2. doi: 10.1016/j.jclinepi.2005.03.001.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Jan;117:36-45. doi: 10.1016/j.jclinepi.2019.09.010. Epub 2019 Sep 18.,2020,1,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Jan;67(1):87-92. doi: 10.1016/j.jclinepi.2013.07.009. Epub 2013 Sep 25.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Nov;139:68-79. doi: 10.1016/j.jclinepi.2021.07.002. Epub 2021 Jul 15.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Jun;60(6):560-6. doi: 10.1016/j.jclinepi.2006.08.004. Epub 2006 Dec 11.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Oct;58(10):991-6. doi: 10.1016/j.jclinepi.2005.02.016.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2022 May;145:136-143. doi: 10.1016/j.jclinepi.2022.01.024. Epub 2022 Feb 4.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Nov;151:151-160. doi: 10.1016/j.jclinepi.2022.08.002. Epub 2022 Aug 28.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Oct;102:1-11. doi: 10.1016/j.jclinepi.2018.05.022. Epub 2018 Jun 2.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jul;147:160-167. doi: 10.1016/j.jclinepi.2022.04.005. Epub 2022 Apr 9.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Sep;64(9):1001-4. doi: 10.1016/j.jclinepi.2010.10.013. Epub 2011 Feb 2.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Jul;52(7):685-93. doi: 10.1016/s0895-4356(99)00031-1.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Jun;67(6):654-7. doi: 10.1016/j.jclinepi.2013.10.014. Epub 2014 Jan 16.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Jun;64(6):602-7. doi: 10.1016/j.jclinepi.2010.07.006. Epub 2010 Nov 13.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Jan;48(1):23-40. doi: 10.1016/0895-4356(94)00150-o.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Jan;153:1-12. doi: 10.1016/j.jclinepi.2022.11.004. Epub 2022 Nov 6.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Mar;71:97-108. doi: 10.1016/j.jclinepi.2015.10.007. Epub 2015 Oct 19.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Sep;68(9):1085-92. doi: 10.1016/j.jclinepi.2015.03.023. Epub 2015 Apr 11.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Feb;64(2):136-44. doi: 10.1016/j.jclinepi.2010.04.015. Epub 2010 Aug 12.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Jul;159:116-127. doi: 10.1016/j.jclinepi.2023.05.003. Epub 2023 May 6.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Nov;91:70-79. doi: 10.1016/j.jclinepi.2017.07.011. Epub 2017 Aug 9.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Nov;91:87-94. doi: 10.1016/j.jclinepi.2017.07.010. Epub 2017 Jul 27.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2000 Jan;53(1):29-38. doi: 10.1016/s0895-4356(99)00078-5.,2000,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Aug;62(8):878-85. doi: 10.1016/j.jclinepi.2008.11.007. Epub 2009 Feb 20.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Aug;88:47-56. doi: 10.1016/j.jclinepi.2017.06.004. Epub 2017 Jun 8.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Jun;52(6):547-50. doi: 10.1016/s0895-4356(99)00028-1.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Nov;115:141-149. doi: 10.1016/j.jclinepi.2019.07.002. Epub 2019 Jul 9.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 1999 Jan;52(1):1-5. doi: 10.1016/s0895-4356(98)00137-1.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Aug;76:47-56. doi: 10.1016/j.jclinepi.2016.03.023. Epub 2016 Apr 11.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Apr;62(4):446-51. doi: 10.1016/j.jclinepi.2008.06.016. Epub 2008 Oct 21.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Feb;61(2):192-197. doi: 10.1016/j.jclinepi.2007.03.009. Epub 2007 Aug 3.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Oct;61(10):969-70. doi: 10.1016/j.jclinepi.2007.09.001. Epub 2008 Mar 21.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Dec;57(12):1237-43. doi: 10.1016/j.jclinepi.2004.04.009.,2004,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Jun;59(6):559-66. doi: 10.1016/j.jclinepi.2005.10.011. Epub 2006 May 2.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Sep;89:209-217. doi: 10.1016/j.jclinepi.2017.05.019. Epub 2017 Jun 23.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Dec;59(12):1229-38. doi: 10.1016/j.jclinepi.2006.02.005. Epub 2006 Jun 19.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Dec;65(12):1348-52. doi: 10.1016/j.jclinepi.2012.05.008. Epub 2012 Aug 15.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Jun;98:105-116. doi: 10.1016/j.jclinepi.2018.02.012. Epub 2018 Feb 21.,2018,1,J Clin Epidemiol
J Clin Epidemiol. 2013 Dec;66(12):1347-55.e3. doi: 10.1016/j.jclinepi.2013.06.007. Epub 2013 Sep 7.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Jan;93:9-24. doi: 10.1016/j.jclinepi.2017.10.002. Epub 2017 Oct 14.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Mar;143:149-158. doi: 10.1016/j.jclinepi.2021.12.006. Epub 2021 Dec 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Aug;88:92-101. doi: 10.1016/j.jclinepi.2017.06.002. Epub 2017 Jun 8.,2017,1,J Clin Epidemiol
J Clin Epidemiol. 2009 Aug;62(8):797-806. doi: 10.1016/j.jclinepi.2009.02.005. Epub 2009 May 17.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Jul;60(7):720-6. doi: 10.1016/j.jclinepi.2006.10.015. Epub 2007 Feb 23.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 1998 Jul;51(7):597-607. doi: 10.1016/s0895-4356(98)00033-x.,1998,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Oct;62(10):e1-34. doi: 10.1016/j.jclinepi.2009.06.006. Epub 2009 Jul 23.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Jun;122:A8-A13. doi: 10.1016/j.jclinepi.2020.04.008.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jan;141:132-140. doi: 10.1016/j.jclinepi.2021.09.031. Epub 2021 Oct 16.,2022,1,J Clin Epidemiol
J Clin Epidemiol. 2006 Sep;59(9):984-93. doi: 10.1016/j.jclinepi.2006.01.013. Epub 2006 Jul 11.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Nov;48(11):1407-12. doi: 10.1016/0895-4356(95)00545-5.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2009 May;62(5):558-63. doi: 10.1016/j.jclinepi.2008.04.010. Epub 2009 Feb 20.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2010 May;63(5):566-74. doi: 10.1016/j.jclinepi.2009.07.011. Epub 2009 Nov 6.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Apr;54(4):325-31. doi: 10.1016/s0895-4356(00)00334-6.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Jul;68(7):788-91. doi: 10.1016/j.jclinepi.2014.12.008. Epub 2014 Dec 30.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Apr;132:125-130. doi: 10.1016/j.jclinepi.2020.12.017. Epub 2021 Jan 18.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Dec;140:111-124. doi: 10.1016/j.jclinepi.2021.09.007. Epub 2021 Sep 11.,2021,1,J Clin Epidemiol
J Clin Epidemiol. 2019 Feb;106:140-143. doi: 10.1016/j.jclinepi.2018.09.009. Epub 2018 Sep 22.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Feb;64(2):172-81. doi: 10.1016/j.jclinepi.2010.03.014. Epub 2010 Aug 12.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Jul;48(7):875-80. doi: 10.1016/0895-4356(94)00199-z.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Sep;149:236-243. doi: 10.1016/j.jclinepi.2022.06.001. Epub 2022 Jun 11.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Oct;60(10):1076-84. doi: 10.1016/j.jclinepi.2006.11.024. Epub 2007 May 17.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1992 Mar;45(3):301-11. doi: 10.1016/0895-4356(92)90091-z.,1992,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Sep;101:5-16. doi: 10.1016/j.jclinepi.2018.05.003. Epub 2018 May 16.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Dec;61(12):1195-1196. doi: 10.1016/j.jclinepi.2008.07.004.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Mar;67(3):278-84. doi: 10.1016/j.jclinepi.2013.09.011. Epub 2013 Nov 28.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Jan;60(1):43-9. doi: 10.1016/j.jclinepi.2006.03.014. Epub 2006 Sep 28.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Jan;60(1):8-17. doi: 10.1016/j.jclinepi.2006.04.005. Epub 2006 Aug 30.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Aug;48(8):1011-8. doi: 10.1016/0895-4356(94)00229-j.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 1993 May;46(5):455-9. doi: 10.1016/0895-4356(93)90022-s.,1993,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Jun;64(6):687-700. doi: 10.1016/j.jclinepi.2010.09.006. Epub 2010 Dec 16.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2017 May;85:50-58. doi: 10.1016/j.jclinepi.2016.12.004. Epub 2017 Jan 4.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Sep;64(9):968-76. doi: 10.1016/j.jclinepi.2010.12.005. Epub 2011 Mar 21.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Aug;60(8):757-65. doi: 10.1016/j.jclinepi.2006.11.023. Epub 2007 May 10.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 1993 Jun;46(6):509-17. doi: 10.1016/0895-4356(93)90123-i.,1993,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Jan;69:161-9. doi: 10.1016/j.jclinepi.2015.05.027. Epub 2015 Jun 5.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jul;147:111-121. doi: 10.1016/j.jclinepi.2022.03.010. Epub 2022 Mar 28.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Jul;59(7):670-80. doi: 10.1016/j.jclinepi.2005.11.020.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Oct;62(10):1085-94. doi: 10.1016/j.jclinepi.2008.11.013. Epub 2009 Mar 17.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Nov;48(11):1325-9. doi: 10.1016/0895-4356(95)00040-2.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Jun;59(6):650-1. doi: 10.1016/j.jclinepi.2005.10.013.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2006 May;59(5):497-502. doi: 10.1016/j.jclinepi.2005.11.007. Epub 2006 Mar 13.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2003 Dec;56(12):1170-6. doi: 10.1016/s0895-4356(03)00115-x.,2003,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Jan;69:217-24. doi: 10.1016/j.jclinepi.2015.08.009. Epub 2015 Aug 29.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Jan;93:66-75. doi: 10.1016/j.jclinepi.2017.10.015. Epub 2017 Nov 2.,2018,1,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Apr;156:11-21. doi: 10.1016/j.jclinepi.2023.02.005. Epub 2023 Feb 9.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Apr;67(4):416-24. doi: 10.1016/j.jclinepi.2013.11.008.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Apr;96:23-34. doi: 10.1016/j.jclinepi.2017.12.001. Epub 2017 Dec 16.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Feb;142:29-37. doi: 10.1016/j.jclinepi.2021.10.016. Epub 2021 Oct 27.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2020 May;121:45-54. doi: 10.1016/j.jclinepi.2020.01.010. Epub 2020 Jan 23.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Oct;126:1-8. doi: 10.1016/j.jclinepi.2020.05.033. Epub 2020 Jun 12.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Nov;115:125-132. doi: 10.1016/j.jclinepi.2019.07.013. Epub 2019 Jul 24.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Mar;66(3):278-85. doi: 10.1016/j.jclinepi.2012.10.004.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2000 Sep;53(9):940-8. doi: 10.1016/s0895-4356(99)00213-9.,2000,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Mar;119:36-46. doi: 10.1016/j.jclinepi.2019.11.012. Epub 2019 Nov 20.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Nov;59(11):1155-61. doi: 10.1016/j.jclinepi.2005.12.017. Epub 2006 Aug 24.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Jul;63(7):705-11. doi: 10.1016/j.jclinepi.2009.08.027. Epub 2010 Feb 21.,2010,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Aug;62(8):868-74. doi: 10.1016/j.jclinepi.2008.10.010. Epub 2009 Feb 20.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Feb;68(2):122-33. doi: 10.1016/j.jclinepi.2014.06.021.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Jan;64(1):79-89. doi: 10.1016/j.jclinepi.2010.02.008. Epub 2010 Jun 18.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Apr;59(4):381-6. doi: 10.1016/j.jclinepi.2005.10.003. Epub 2006 Feb 14.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 1994 Sep;47(9):1043-9. doi: 10.1016/0895-4356(94)90120-1.,1994,0,J Clin Epidemiol
J Clin Epidemiol. 1992 Jun;45(6):603-12. doi: 10.1016/0895-4356(92)90132-7.,1992,0,J Clin Epidemiol
J Clin Epidemiol. 2022 May;145:29-38. doi: 10.1016/j.jclinepi.2022.01.008. Epub 2022 Jan 16.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2005 Jul;58(7):708-13. doi: 10.1016/j.jclinepi.2005.01.005.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2001 Dec;54 Suppl 1:S35-43. doi: 10.1016/s0895-4356(01)00445-0.,2001,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Jul;87:35-46. doi: 10.1016/j.jclinepi.2017.03.001. Epub 2017 Mar 22.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Nov;57(11):1147-52. doi: 10.1016/j.jclinepi.2003.05.003.,2004,0,J Clin Epidemiol
J Clin Epidemiol. 2023 Apr;156:76-84. doi: 10.1016/j.jclinepi.2023.02.013. Epub 2023 Feb 20.,2023,0,J Clin Epidemiol
J Clin Epidemiol. 2016 Oct;78:43-51. doi: 10.1016/j.jclinepi.2016.03.013. Epub 2016 Mar 30.,2016,0,J Clin Epidemiol
J Clin Epidemiol. 1998 Oct;51(10):843-52. doi: 10.1016/s0895-4356(98)00067-5.,1998,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2010 Apr;63(4):389-406. doi: 10.1016/j.jclinepi.2009.06.010. Epub 2009 Sep 9.,2010,1,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2018 Feb;94:35-45. doi: 10.1016/j.jclinepi.2017.11.006. Epub 2017 Nov 13.,2018,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Apr;59(4):387-92. doi: 10.1016/j.jclinepi.2005.05.009.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 1998 Feb;51(2):129-35. doi: 10.1016/s0895-4356(97)00263-1.,1998,0,J Clin Epidemiol
J Clin Epidemiol. 2002 Mar;55(3):285-95. doi: 10.1016/s0895-4356(01)00477-2.,2002,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Oct;62(10):1021-30. doi: 10.1016/j.jclinepi.2008.09.018. Epub 2009 Mar 17.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Mar;60(3):228-40. doi: 10.1016/j.jclinepi.2006.06.018. Epub 2006 Oct 23.,2007,1,J Clin Epidemiol
J Clin Epidemiol. 2005 Jul;58(7):668-73. doi: 10.1016/j.jclinepi.2005.01.002.,2005,0,J Clin Epidemiol
J Clin Epidemiol. 2002 Aug;55(8):801-7. doi: 10.1016/s0895-4356(02)00442-0.,2002,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Dec;67(12):1320-6. doi: 10.1016/j.jclinepi.2014.07.002. Epub 2014 Sep 4.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Jun;60(6):554-9. doi: 10.1016/j.jclinepi.2006.07.009. Epub 2006 Nov 13.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2006 Apr;59(4):331-5. doi: 10.1016/j.jclinepi.2005.12.001.,2006,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Feb;142:218-229. doi: 10.1016/j.jclinepi.2021.11.023. Epub 2021 Nov 16.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Aug;88:57-66. doi: 10.1016/j.jclinepi.2017.05.017. Epub 2017 Jun 3.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2011 Sep;64(9):936-48. doi: 10.1016/j.jclinepi.2010.12.003. Epub 2011 Mar 16.,2011,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Apr;67(4):477-81. doi: 10.1016/j.jclinepi.2013.09.012. Epub 2013 Nov 28.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Jan;67(1):15-32. doi: 10.1016/j.jclinepi.2013.08.013.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2007 Oct;60(10):1002-9. doi: 10.1016/j.jclinepi.2007.01.018. Epub 2007 Aug 1.,2007,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Oct;67(10):1083-92. doi: 10.1016/j.jclinepi.2014.06.004. Epub 2014 Jul 22.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Aug;67(8):845-9. doi: 10.1016/j.jclinepi.2014.03.002. Epub 2014 Apr 22.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Apr;62(4):415-424.e3. doi: 10.1016/j.jclinepi.2008.05.012. Epub 2008 Nov 13.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2020 Nov;127:19-28. doi: 10.1016/j.jclinepi.2020.06.040. Epub 2020 Jul 3.,2020,0,J Clin Epidemiol
J Clin Epidemiol. 1993 Feb;46(2):153-62. doi: 10.1016/0895-4356(93)90053-4.,1993,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2015 May;68(5):563-73. doi: 10.1016/j.jclinepi.2015.01.006. Epub 2015 Jan 14.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2012 Jan;65(1):10-5. doi: 10.1016/j.jclinepi.2011.05.011.,2012,0,J Clin Epidemiol
J Clin Epidemiol. 1998 Apr;51(4):289-95. doi: 10.1016/s0895-4356(97)00293-x.,1998,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2004 Aug;57(8):766-72. doi: 10.1016/j.jclinepi.2003.10.017.,2004,0,J Clin Epidemiol
J Clin Epidemiol. 2002 Feb;55(2):157-63. doi: 10.1016/s0895-4356(01)00461-9.,2002,0,J Clin Epidemiol
J Clin Epidemiol. 2014 Jul;67(7):821-9. doi: 10.1016/j.jclinepi.2014.02.008. Epub 2014 Apr 24.,2014,0,J Clin Epidemiol
J Clin Epidemiol. 2009 Dec;62(12):1253-1260.e4. doi: 10.1016/j.jclinepi.2008.12.010. Epub 2009 Apr 5.,2009,0,J Clin Epidemiol
J Clin Epidemiol. 2015 Dec;68(12):1504-11. doi: 10.1016/j.jclinepi.2015.03.016. Epub 2015 Apr 2.,2015,0,J Clin Epidemiol
J Clin Epidemiol. 2015 May;68(5):525-33. doi: 10.1016/j.jclinepi.2014.11.005. Epub 2014 Dec 18.,2015,1,J Clin Epidemiol
J Clin Epidemiol. 1999 Nov;52(11):1037-46. doi: 10.1016/s0895-4356(99)00088-8.,1999,0,J Clin Epidemiol
J Clin Epidemiol. 2017 Sep;89:111-113. doi: 10.1016/j.jclinepi.2017.04.009. Epub 2017 Apr 19.,2017,0,J Clin Epidemiol
J Clin Epidemiol. 2013 Jun;66(6):648-53. doi: 10.1016/j.jclinepi.2012.09.017. Epub 2013 Feb 14.,2013,0,J Clin Epidemiol
J Clin Epidemiol. 2008 Nov;61(11):1176-81. doi: 10.1016/j.jclinepi.2008.02.001. Epub 2008 Jul 10.,2008,0,J Clin Epidemiol
J Clin Epidemiol. 1994 Feb;47(2):131-45. doi: 10.1016/0895-4356(94)90018-3.,1994,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
J Clin Epidemiol. 2021 Oct;138:60-72. doi: 10.1016/j.jclinepi.2021.06.024. Epub 2021 Jun 29.,2021,0,J Clin Epidemiol
J Clin Epidemiol. 2019 Jul;111:49-59.e1. doi: 10.1016/j.jclinepi.2019.03.008. Epub 2019 Mar 22.,2019,0,J Clin Epidemiol
J Clin Epidemiol. 1995 Jan;48(1):87-103; discussion 105-8. doi: 10.1016/0895-4356(94)00096-9.,1995,0,J Clin Epidemiol
J Clin Epidemiol. 2022 Jun;146:77-85. doi: 10.1016/j.jclinepi.2022.02.015. Epub 2022 Mar 8.,2022,0,J Clin Epidemiol
